[2014-03-04 11:14:51,755]ERROR 15952[Thread-38-AuthenticationBolt](Authentication.java:71) - Unable to connect cassandra @ Authentication :isautheroziedDevicetype
[2014-03-04 11:16:04,600]ERROR 14111[Thread-34-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-04 11:16:04,605]ERROR 14116[Thread-34-AuthenticationBolt](Authentication.java:71) - Unable to connect cassandra @ Authentication :isautheroziedDevicetype
[2014-03-04 11:16:04,643]ERROR 14154[Thread-34-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-04 11:16:04,740]ERROR 14251[Thread-26-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-04 11:16:04,766]ERROR 14277[Thread-26-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-04 11:16:04,790]ERROR 14301[Thread-26-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-04 11:16:20,450]ERROR 29961[Thread-38-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-04 11:16:20,498]ERROR 30009[Thread-38-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-04 11:16:20,551]ERROR 30062[Thread-38-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-04 11:16:20,589]ERROR 30100[Thread-38-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-04 11:16:20,638]ERROR 30149[Thread-38-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-04 11:16:20,680]ERROR 30191[Thread-38-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-04 11:17:15,027]ERROR 19617[Thread-40-AuthenticationBolt](Authentication.java:71) - Unable to connect cassandra @ Authentication :isautheroziedDevicetype
[2014-03-04 11:17:15,866]ERROR 20456[Thread-28-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-04 11:17:15,907]ERROR 20497[Thread-28-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
